Set	Line	KO	Gene	Sign
67NR Kmt2c.KO	67NR	Kmt2c.KO	HOXAAS3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MIR7668	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TBX6	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	A930001A20RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC15A2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	UBD	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MOCOS	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BHLHA15	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TROAP	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP473	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	4933417E11RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM158	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FZD9	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RFX2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NRXN1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	VMN2R78	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PRG2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AMMECR1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SPDL1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	1810010H24RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	OGN	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HCAR2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HHIP	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PTCH1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	8430408G22RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TENM2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HIST1H3D	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DOK2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PHF11C	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HS6ST2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	E230013L22RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LRRIQ3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DDO	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAM83B	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	2810403D21RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TRIM29	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FGL1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CNGA4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CUTAL	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLFN5	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	2210409D07RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RP1L1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ENTPD1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LAMC3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	STRA6	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GNAT2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CNTFR	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM6981	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TRF	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM4285	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KCNH3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM11541	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM212	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PKDCC	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CYP46A1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SH3TC1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CCDC180	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	1700112H15RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SPINT4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CCR7	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HRH1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FEZ1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CYP3A57	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MBLAC1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ESR2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BUB1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM10069	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RAD54L	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BC021767	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PTPRQ	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DPM1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CILP2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HSD11B2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TTC6	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ACRBP	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM11627	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM139	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NPFF	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	A930017M01RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM10560	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	1700028E10RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ATCAY	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SCARA5	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM117	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SPSB4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	H2-OA	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FZD4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ANKRD6	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM4788	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BBOF1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM996	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CEBPE	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	1700047E10RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	1700028B04RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SNORA33	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	3110082J24RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GPR157	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	1700031A10RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM3985	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	4930431P03RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KCNJ16	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TTC24	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NINJ2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NCF2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADGRG5	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CD36	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TLCD2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NCCRP1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CHST7	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GOT1L1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NGEF	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MORN2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CCDC184	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MAFB	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GFRA3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MC3R	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	REP15	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KDM4D	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SPDEF	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ECEL1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BTN1A1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	E330011O21RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MB	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AMT	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	2900060B14RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CRXOS	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CACNA1A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	2010010A06RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EFCC1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM1045	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SH2D3C	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	COL12A1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	A230056P14RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	1810021B22RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FBXO44	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CD55	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	POU2AF1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZBTB32	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TRIM34B	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PRSS44	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC46A3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	IL19	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PAPLN	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CROCC2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FADD	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PCDHGA1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HSD17B2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	VMN1R44	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GFPT2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GPD1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TSHZ2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FLRT1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MLC1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	9430037G07RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ARL9	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AY074887	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HHATL	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MBOAT4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CCDC85C	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TRIM69	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	APC2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	1700056E22RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP786	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KRT15	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	STAB1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ARRB1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RLBP1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	44986	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RPP21	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PROKR1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CITED4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CEP83OS	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DMRTA1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	4930539M17RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SAPCD2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SBK3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GBP8	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ATP1A2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HHIPL1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CSF1R	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ATP10B	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	A330048O09RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FCGR3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CTLA4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HMGA1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PILRB2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MFSD4B3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PRDM11	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	4933400F21RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CYP2J9	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	D6WSU163E	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	POLQ	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PPARGC1B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PCDHGA11	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYO1G	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TNNC1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TSTD1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	JPX	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM13985	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	D030040B21RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LRRC61	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYLK3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HIST1H2BJ	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KSR2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SAXO2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ANKLE1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GIPR	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EPHA6	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NRBP2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RWDD2B	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CHMP4C	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP458	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SERPINB1B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LSMEM1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYOM2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TAS1R2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MGST2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SPDYE4B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PRR18	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADAMTS8	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM10516	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	B230217O12RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	H2-M10.1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	P2RY12	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LRG1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLIT1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	A630095E13RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CD209C	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CREB3L3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RWDD2A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP213	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	IL22RA2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AKR1C14	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PBX4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	4930412B13RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	R74862	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AMDHD1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM12359	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	STRIP2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM32014	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KCNIP3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RNFT2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LOC102636514	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM12250	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	2310069B03RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AUNIP	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FOXO6	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CAR2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KIF20B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SSX9	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EFNA3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ICA1L	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PRR19	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DUX	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FRY	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PODXL2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADRA1B	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GRIN2D	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	8030462N17RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CCDC150	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	H2-M10.4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KIFC1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CYP21A1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CD200R3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LRRC29	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PPP1R12B	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MEST	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FHL4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	UNC93B1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LOC105245869	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TUB	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	9130019O22RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ESRRG	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	1500015A07RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TTLL11	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAM189A1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PPEF1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	D630003M21RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CIT	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PTGES3L	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM5820	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ACVR1C	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CABP1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GDPD3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	1700001J03RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	IQCF4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	STX1A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	UGT1A7C	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM3230	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DEFB28	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DERL3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	JPH4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MMP2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	4631405J19RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TSPAN33	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM6559	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CACNG7	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	USH1C	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SFT2D3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM116	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EMB	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NTN3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC2A4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KIF2C	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAM198B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAM189B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EFHB	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SYNGR3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SIGLECE	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LCOR	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM11744	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SCARNA17	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AKR1C13	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CDH13	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	5033403F01RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC8A3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAM209	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PRR29	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM2518	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PLEKHB1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PRDM10	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ACTA2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM4907	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NXF7	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FBXO47	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HOXA4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EME2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DACH1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CMKLR1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RPS6KL1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CD300LF	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	2010109I03RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAP	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CSF2RB	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZSCAN18	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GIPC3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC19A3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NR1H4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADGRF4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HOXD3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM6525	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RAD21L	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GFRA2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TNFRSF14	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DAPK1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYH7	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MED9OS	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM13051	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HTR1F	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	4930558J18RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MSX3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TRIM15	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MTAG2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SULF1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GDF9	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FOXS1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SKAP1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PPP1R1B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM11944	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP296	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MC1R	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PAX2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM904	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	INSL3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ATP6V1C2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	4931428F04RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM20337	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC17A1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SIT1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FN3K	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM4858	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KRTAP1-5	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ITIH4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	4933421O10RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PLK1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ITGAL	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC39A12	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	2010300C02RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BC039771	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SPAG6L	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RBBP8NL	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GUCY1B3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYBPC2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	OLFR1501	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ACCS	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC8A2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SCUBE2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC22A17	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RASGRF1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RAB11FIP4OS1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLX4IP	-1
